Número de catálogo,Autor,Título,Fecha,Técnica,Soporte,Dimensión,Serie,Procedencia,UrlImagen
P001858,"Veen, Otto van(Atribuido a)","Alonso de Idiáquez, duque de Ciudad Real (Cittá-Reale en Nápoles)",Segunda mitad del siglo XVI - Principio del siglo XVII,Grisalla;Óleo,Tabla,Alto:119cm.;Ancho:37cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/10/1009/1009c858-fece-4593-b290-be89fb61e23c/86f2a2c8-0130-473d-bf02-817e8882d619_832.jpg
P000387,"Tintoretto, Domenico",La Prosperidad o la Virtud ahuyentando los Males,Segunda mitad del siglo XVI - Primer tercio del siglo XVII,Óleo,Lienzo,Alto:207cm.;Ancho:140cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/83/8393/839349aa-c2a6-4018-a41f-78298f8e05d3/2a987a4f-764d-46aa-99f2-8c612513eea3_832.jpg
P000847,"Macip Comes, Vicente Juan;Juanes, Juan de",La Oración en el Huerto,Segunda mitad del siglo XVI - Primer tercio del siglo XVII,Óleo,Tabla,Alto:110cm.;Ancho:98cm.,None,"Colección Real (Aranjuez, Palacio Real, Oratorio pequeño del Rey, 1818, s/n)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/32/323e/323edcfd-701e-403f-b27a-9c9d5c656e58/789b9da4-4999-4861-a3d7-f3a2df85574a_832.jpg
P002689,"Manetti, Rutilio",Visión de San Bruno,Segunda mitad del siglo XVI - Primera mitad del siglo XVII,Óleo,Lienzo,Alto:120cm.;Ancho:84cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7f/7fca/7fcad69a-11da-4e52-9c0a-534131c9f115/e5f6215e-f48e-41b5-9288-d7648bb2503f_832.jpg
P002688,"Manetti, Rutilio",Visión de San Bruno,Segunda mitad del siglo XVI - Primera mitad del siglo XVII,Óleo,Lienzo,Alto:66cm.;Ancho:84cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/96/96ef/96efc0cf-1eaa-4d24-b0b9-32a5dfcb9d23/3e8c0acf-b1af-4bca-93e1-fdaec0887668_832.jpg
P002109,"Moro, Antonio","Doña Catalina de Austria, mujer del Juan III de Portugal",1552 - 1553,Óleo,Tabla,Alto:107cm.;Ancho:84cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/1c/1c48/1c4821f2-d46b-4222-bc98-cfa57745b203/7cac79f9-7359-4215-988c-b8712ebf6253_832.jpg
P000386,"Tintoretto, Jacopo Robusti",Susana y los viejos,1552 - 1555,Óleo,Lienzo,Alto:58cm.;Ancho:116cm.,Serie de las historias bíblicas,"Colección Real (adquirida por Velázquez, Venecia, 1651; Real Alcázar, Madrid, bóvedas de Tiziano-alcoba de la primera pieza, 1686, s.n.; Real Alcázar, bóvedas de Tiziano-aposento del Nilo, 1700, nº 508; colección Isabel de Farnesio, Palacio de La Granja, San Ildefonso, (Segovia), 1746, nº 1113; La Granja, pieza última del cuarto bajo, 1766, nº 1113; La Granja, 1794, nº 1113; La Granja, 1814-1818, nº 1113).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fc/fc08/fc081ba5-40e1-4fe6-b6ae-60ccd282252b/4ff0ffba-1b6b-4d2c-aa3e-6708caabbd0a_832.jpg
P000388,"Tintoretto, Jacopo Robusti",Esther ante Asuero,1552 - 1555,Óleo,Lienzo,Alto:59cm.;Ancho:203cm.,Serie de las historias bíblicas,"Colección Real (adquirida por Velázquez, Venecia, 1651; Real Alcázar, Madrid, bóvedas de Tiziano-alcoba de la primera pieza, 1686, s.n.; Real Alcázar, Madrid, bóvedas de Tiziano-aposento del Nilo, 1700, nº 508; colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 1116; La Granja, Casa de Alhajas, 1766, nº 1116; La Granja, 1794, nº 1116; La Granja, 1814-1818, nº 1116).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a3/a3b6/a3b63fd9-7bf8-4de0-955b-45a55cb0ded7/e7d05c51-05f0-47d7-b6e4-9e1f50a92cdb_832.jpg
P000389,"Tintoretto, Jacopo Robusti",Judit y Holofernes,1552 - 1555,Óleo,Lienzo,Alto:58cm.;Ancho:119cm.,Serie de las historias bíblicas,"Colección Real (adquirida por Velázquez, Venecia, 1651; Real Alcázar, Madrid, bóvedas de Tiziano, 1686, s.n.; Real Alcázar, Madrid, bóvedas de Tiziano-aposento del Nilo, 1700, nº 508; colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº 1115; La Granja, Casa de Alhajas-otra pieza-pinturas con marco, 1766, nº 1115; La Granja, 1794, nº 1115; La Granja, 1814-1818, nº 1115).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c3/c35d/c35da7af-d24b-4ba3-8926-9eb81ec2932d/24a4911e-fa43-46dd-a37a-a6b7a161df28_832.jpg
P000442,"Tiziano, Vecellio di Gregorio","El Salvador, de hortelano",1553,Óleo,Lienzo,Alto:68cm.;Ancho:62cm.,None,"Colección Real (Se pintó para María de Hungría; Real Monasterio de San Lorenzo, El Escorial, Madrid, sacristía, 1574-1839)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1b/1b29/1b29d4a6-3039-408a-ab90-e44b3379382a/a5c77c3a-bf1a-4716-91bb-e181701d88b3_832.jpg
P000512,"Zelotti, Battista",Rebeca y Eliezer,1553,Óleo,Lienzo,Alto:219cm.;Ancho:270cm.,None,"Colección Real (Palacio Real Nuevo, Madrid, antecámara del señor infante don Luis, 1772, nº 1074; Palacio Real Nuevo, Madrid, antecámara, 1794, nº 1074; Palacio Real, Madrid, antecámara, 1814-1818, nº 1074).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/04/0488/0488637c-70ea-4238-ac83-f80aee716b02/9ad1c9c8-59b6-41f8-b9e8-9715d088c1b2_832.jpg
P002115,"Moro, Antonio","Jane Dormer, duquesa de Feria (?)",Hacia  1558,Óleo,Lienzo,Alto:95cm.;Ancho:76cm.,None,"Colección Real (Palacio de Aranjuez, Madrid, Quarto del Principe sexta pieza, 1818, nº258)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9d/9db9/9db9bcf8-7bdb-49b6-8876-e10e8fdcf861/f50c3258-4ed8-4453-90af-95dc4a6d09ba_832.jpg
P003074,"Massys, Jan(Círculo de)",Vieja mesándose los cabellos,Después de  1553,Óleo,Tabla de madera de roble,Alto:55cm.;Ancho:40cm.,None,"Colección del I Marqués de Leganés; colección de los condes de Altamira; adquisición a Antonio Muñoz Román, Sevilla, 1964.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d7/d731/d731fae7-5a65-497e-96fb-24bb36a7920a/26998186-2ed2-4d08-b6e2-1679f6941882_832.jpg
P000422,"Tiziano, Vecellio di Gregorio",Venus y Adonis,1554,Óleo,Lienzo,Alto:186cm.;Ancho:207cm.,None,"Colección Real (¿Palacio de El Pardo, Madrid, sala de la antecámara, 1701, nº 64?; ¿El Pardo, tercera pieza, 1747, nº 14? o Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 11; Palacio Real Nuevo, Madrid, estudio de Andrés de la Calleja, 1772, nº 11; Casa de Rebeque, Madrid, 1794, nº 11; Academia, Madrid, sala reservada, 1827, nº 49).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bc/bc9c/bc9c1e08-2dd7-44d5-b926-71cd3e5c3adb/02d25a25-6c69-486c-827a-06a02e19dcf5_832.jpg
P000443,"Tiziano, Vecellio di Gregorio",La Dolorosa con las manos cerradas,1554,Óleo,Tabla,Alto:68cm.;Ancho:61cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/6c/6cae/6caedf60-c65c-4fe1-b821-9de7b2e0b0a9/f1e83d05-55c9-4e2c-8347-844ad832bfaa_832.jpg
P002108,"Moro, Antonio","María Tudor, reina de Inglaterra, segunda mujer de Felipe II",1554,Óleo,Tabla,Alto:109cm.;Ancho:84cm.,None,"Colección Real (Bruselas, Palacio de Coudenberg, bienes para enviar a España, 1556; Yuste, Cáceres, 1558; Real Alcázar, Madrid, pieza en que duerme S. M. en el cuarto bajo de verano, 1636, nº 873; Real Alcázar, Madrid, piezas pequeñas de las bóvedas, 1666, nº 419; Real Alcázar, Madrid, bóvedas que caen a la priora-piezas pequeñas de las Bóvedas que salen a la Priora, 1686, s.n.; Real Alcázar, Madrid, piezas pequeñas de las bóvedas que salen a la Priora, 1700, nº 420; Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 69; Palacio Real Nuevo, antecámara de su majestad, 1772, nº 182; Palacio Real Nuevo, Madrid, pieza de comer, 1794, s.n.; Palacio Real, Madrid, pieza de comer, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ae/aef6/aef6ebc4-081a-44e6-974d-6c24aef95fc4/cdb1cb15-881b-49f8-bedf-a2b57bb2443c_832.jpg
P000514,"Facchetti, Pietro(Copia deSalviati, Francesco)",El Espíritu de Dios elevado sobre las aguas,Después de  1554,Óleo,Lienzo,Alto:174cm.;Ancho:130cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 814).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/77/7713/77137316-d00b-424f-bd54-4eecd4a06bfb/e05070d2-fe67-40ec-ac9c-6ddaf9bd72b6_832.jpg
P000515,"Facchetti, Pietro(Copia deSalviati, Francesco)",Separación de la Luz y las Tinieblas,Después de  1554,Óleo,Lienzo,Alto:174cm.;Ancho:130cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 816).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/47/474f/474f280f-be60-43cf-8bf0-7ba13b61d5ca/aad263bb-a52d-4e0a-98e3-b84e034e82a2_832.jpg
P000516,"Facchetti, Pietro(Copia deSalviati, Francesco)",Creación de los animales,Después de  1554,Óleo,Lienzo,Alto:174cm.;Ancho:130cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 817).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/53/5353/53537adf-c18f-4028-8098-0709e2924c36/8e6067af-b0b2-427e-8189-da21ca5f274e_832.jpg
P000518,"Facchetti, Pietro(Copia deSalviati, Francesco)",Adán recibiendo de Eva el Fruto Prohibido,Después de  1554,Óleo,Lienzo,Alto:174cm.;Ancho:130cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 819).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7f/7f5c/7f5cde20-f778-47fd-8666-7dfd5e63d4ac/3b73fa8a-ba34-4da7-8f6e-f07cd8296ec7_832.jpg
P000517,"Facchetti, Pietro(Copia deSalviati, Francesco)",Formación de la Mujer (Creación de Eva),Después de  1554,Óleo,Lienzo,Alto:174cm.;Ancho:130cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, 1701, s.n.; Buen Retiro, 1794, nº 818).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e6/e64c/e64c7695-4c20-45ee-8bff-afe62eb02061/06f4f825-7a02-4b53-95cb-ab3e91d6452e_832.jpg
P000444,"Tiziano, Vecellio di Gregorio",La Dolorosa con las manos abiertas,1555,Óleo,None,Alto:68cm.;Ancho:53cm.,None,"Colección Real (Palacio Real Nuevo, Madrid, antecámara de Su Majestad, 1772, nº 957).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/44/4418/44188485-b32c-453d-8dc3-b28d46b161a6/e3e9f3e0-e559-4764-a5b0-c982c2fc72bb_832.jpg
P001517,"Floris, Frans",Retrato de una mujer de 35 años,1555,Óleo,Tabla,Alto:72cm.;Ancho:56cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde está la cama de repuesto, 1746, nº 97; La Granja, trascuarto-pieza donde duerme el sumiller, 1766, nº 97; Palacio de Aranjuez, Madrid, pieza de cenar, 1794, nº 97; Aranjuez, sala de corte del rey, 1818, nº 97).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8d/8d07/8d078d4d-7647-4089-854a-04c0dcf90cbb/d97cc66f-cbfd-4623-ba80-aadbc14184dd_832.jpg
P001516,"Floris, Frans",Retrato de un hombre de 48 años,1555,Óleo,Tabla,Alto:71cm.;Ancho:55cm.,None,"Colección Real (Colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, 1746, nº96; Palacio de La Granja, Tras quarto Pieza en que duerme el Sumiller, 1766, nº96; Palacio de La Granja, pieza en que duerme el sumiller, 1774, nº96; Palacio de Aranjuez, Madrid, Pieza de Cenar, 1794, nº96; Palacio de Aranjuez, Sala de Corte del Rey, 1818, nº96; Museo Real de Pinturas a la muerte de Fernando VII, Madrid, Escuela Italiana Gran Galeria del Medio, 1834, nº746)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/de/de26/de26bdce-95ea-4503-9286-d0655f8a2903/243f0004-deaf-4e36-a184-edaa39c6cd89_832.jpg
P002118,"Moro, Antonio",Felipe II,1555 - 1558,Óleo,Tabla,Alto:41cm.;Ancho:31cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, retrete tercero donde está la chimenea, 1746, nº 34; La Granja, pieza del trascuarto que sirve a la marquesa González, 1766, nº 34; Palacio de Aranjuez, Madrid, pieza de tocador, 1794, nº 34; Sranjuez, tocador de la reina, 1818, nº 34).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f8/f8ce/f8ce1527-e9d0-44b0-a2db-b80222d675d8/cb2a9a2a-8b0f-4f95-b968-57e45cb1b7ab_832.jpg
P001136,"Sánchez Coello, Alonso",El príncipe don Carlos,1555 - 1559,Óleo,Lienzo,Alto:109cm.;Ancho:95cm.,None,"Colección Real (Real Alcázar, Madrid, pieza de las Furias, 1636; colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [¿nº 269?]; Quinta del duque del Arco, pieza octava que es salón, 1794, nº 192).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e7/e7fc/e7fcf4c2-9d07-4165-ad57-022257ce8d65/dd73f7c7-2823-4b3a-b114-10951f1b5020_832.jpg
P001262,"Falcó, Onofre",San Esteban ordenado como diácono,1555 - 1560,Óleo,Tabla,Alto:160cm.;Ancho:123cm.,"Retablo de San Esteban, Iglesia de San Esteban, Valencia","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de la librería por parte de la terraza, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fe/fe44/fe440e9d-0144-4c61-bea5-ee2bd209fd91/4ad57972-989d-4e9a-84a8-d58893b38ba4_832.jpg
P000838,"Juanes, Juan de",San Esteban en la sinagoga,1555 - 1562,Óleo,Tabla,Alto:160cm.;Ancho:123cm.,"Retablo de San Esteban, Iglesia de San Esteban, Valencia","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1d/1d4c/1d4c555c-14d8-45a7-a716-4ff2ec224c49/bd1591c9-2b1b-4e86-bf73-2172c7db0d50_832.jpg
P000839,"Juanes, Juan de",San Esteban acusado de blasfemo,1555 - 1562,Óleo,Tabla,Alto:160cm.;Ancho:123cm.,"Retablo de San Esteban, Iglesia de San Esteban, Valencia","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de la librería por parte de la terraza, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5c/5c45/5c4521f9-ec56-4d32-ab1c-ff682e49d8c2/6e2ac5c5-dc37-4a46-a160-14d254346bbe_832.jpg
P000840,"Juanes, Juan de",San Esteban conducido al martirio,1555 - 1562,Óleo,Tabla,Alto:160cm.;Ancho:123cm.,"Retablo de San Esteban, Iglesia de San Esteban, Valencia","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2f/2f35/2f35775b-c8a8-445a-834e-6a5b5e535cf0/19b59c05-92c2-4810-9fb8-d6a90b96759b_832.jpg
P000841,"Juanes, Juan de",Martirio de San Esteban,1555 - 1562,Óleo,Tabla,Alto:160cm.;Ancho:123cm.,"Retablo de San Esteban, Iglesia de San Esteban, Valencia","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/63/637b/637be782-674b-47db-bd73-1789aecdd2d4/4ff9d42d-9d4e-4c72-bff3-c90f1ea4c56c_832.jpg
P000842,"Juanes, Juan de",Entierro de San Esteban,1555 - 1562,Óleo,Tabla,Alto:160cm.;Ancho:123cm.,"Retablo de San Esteban, Iglesia de San Esteban, Valencia","Iglesia de San Esteban, Valencia; Colección Real (Palacio Real, Madrid, primera pieza de librería por parte de la terraza, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fc/fc4f/fc4f3975-176a-4729-97c0-eeab0fe9de72/7fbc6182-b13d-4965-8687-e6fa2ac6ed5e_832.jpg
P000846,"Juanes, Juan de",La Última Cena,1555 - 1562,Óleo,Tabla,Alto:116cm.;Ancho:191cm.,"Retablo de San Esteban, Iglesia de San Esteban, Valencia","Iglesia de San Esteban, Valencia; Colección Real",https://content3.cdnprado.net/imagenes/Documentos/imgsem/28/2800/2800c04d-a3ad-41eb-a75b-fe359d7d1dde/a8119619-739b-4c67-9a2e-bc428f658f6d_832.jpg
P000439,"Tiziano, Vecellio di Gregorio",Cristo camino del Calvario,Hacia  1560,Óleo,Lienzo,Alto:98cm.;Ancho:116cm.,None,"Colección Real (Real Monasterio de El Escorial, Madrid)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8e/8eb4/8eb4c2f7-56e4-49cf-ab3e-4a23f82c718b/5680e3b6-5e8d-40e5-ac91-2242e3af0f94_832.jpg
P000447,"Tiziano, Vecellio di Gregorio",Santa Catalina de Alejandría,Hacia  1560,Óleo,Lienzo,Alto:135cm.;Ancho:98cm.,None,"Colección Real (Monasterio de El Escorial, 1593; Palacio Real del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 355; Buen Retiro, primera pieza-antetribuna, 1772, nº 355; Buen Retiro, 1794, nº 95; Monasterio de El Escorial, sacristía, 1839).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a2/a27a/a27a3d6f-fe1c-4f66-b976-aa660b005784/73f2e2ef-0e0b-4e63-a287-aa6a39da0426_832.jpg
P000487,"Tiziano, Vecellio di Gregorio(y taller)",Retrato de mujer,Hacia  1560,Óleo,Lienzo,Alto:117cm.;Ancho:92cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 383).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2f/2fe0/2fe0f825-e423-4f8e-9fe8-42af8cc4ff6a/c54f5589-6e7a-4653-93d9-b0b1fcb4a574_832.jpg
P000491,"Veronés, Paolo",La disputa con los doctores en el Templo,Hacia  1560,Óleo,Lienzo,Alto:236cm.;Ancho:430cm.,None,"Colección Real (Real Alcázar, Madrid, salón de los espejos-cuartos principales, 1700, nº 13; Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 839; Palacio Real Nuevo, Madrid, pieza de dosel, 1794, s. n.; Palacio Real, Madrid, pieza de damas, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/32/321d/321d5e33-6fa1-43d9-8c84-e5055d03476b/0f791c89-4a23-4117-aba1-3557d5e09bf0_832.jpg
P000855,"Juanes, Juan de",Retrato de un caballero santiaguista,Hacia  1560,Óleo,Tabla,Alto:105cm.;Ancho:80cm.,None,"Colección Real (Palacio Real, Madrid, 1814-1818, antecámara, nº 336).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/45/453b/453bdc54-5944-4038-a148-72151922e09d/43437d06-8cd3-4f19-876f-cdf6d37c93c0_832.jpg
P001856,"Dalem, Cornelis van",Paisaje con pastores,Hacia  1560,Óleo,Tabla,Alto:47cm.;Ancho:68cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/4f/4ffb/4ffbc432-0f64-432b-86cf-aff1663eb72f/ee0dbfb1-4dab-48ba-a661-e09cda61fbcc_832.jpg
P002107,"Moro, Antonio","Perejón, bufón del conde de Benavente y del gran duque de Alba",Hacia  1560,Óleo,Lienzo,"Alto:184,5cm.;Ancho:93,5cm.",None,"Colección Real (Real Alcázar, Madrid, Pinturas que estan colgadas en la Casa del Tesoro, 1600, s.n.; Real Alcázar, Escalera que va desde la galeria del cierzo al Cuarto Bajo y Bovedas de verano, 1636, s.n.; Real Alcázar, Escalera de la Galeria del Cierzo, 1666, s.n.; Real Alcázar, bóvedas que caen a la Priora-pasillos al pie de la escalera de la galería del Cierzo y la misma escalera, 1686, s.n.; Real Alcázar, Madrid, pasillos al pie de la escalera de la Galería del Cierzo, 1701-1703, s.n.; Palacio Nuevo, Madrid, Pieza interior, 1747, nº511; Palacio del Buen Retiro, Madrid, Galeria del Medio día, 1772, nº511; Palacio del Buen Retiro, Madrid, 1794, nº 911)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/72/724b/724b1f54-4ea6-465e-9d49-fd2999884e4c/fb884047-0b65-4564-bae5-b528f391029c_832.jpg
P002119,"Moro, Antonio",La dama de las cadenas de oro,Hacia  1560,Óleo,Lienzo,Alto:112cm.;Ancho:97cm.,None,"Colección Real (colección Felipe V, Quinta del duque del Arco, El Pardo-Madrid, novena pieza que es salón, 1745, [¿nº 262?]; Quinta del duque del Arco, pieza octava de salón, 1794, nº 223).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0d/0d59/0d59f363-325e-410e-a3b4-d53501d2c32f/e8433e90-0216-4ce1-bf27-3545d9b4eda0_832.jpg
P000262,"Moroni, Giovanni Battista",Un militar,Hacia  1560,Óleo,Lienzo,Alto:119cm.;Ancho:91cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, 1794, nº 402; Palacio Real, Madrid, secretaría de Estado, 1814-1818, nº 402).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4b/4bb6/4bb61343-80a0-490b-b202-d9a4b1d576ad/ab1567ec-dc89-48f8-b1f3-b1ac0d5c168a_832.jpg
P000016,"Anguissola, Lucia","Pietro Manna, médico de Cremona",1557,Óleo,Lienzo,Alto:96cm.;Ancho:76cm.,None,"Colección Real (Palacio Real Nuevo, Madrid, pieza interior triangulada, 1747, nº 383; Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, nº 383; Buen Retiro, 1794, nº 1287).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c3/c367/c36775d8-10f4-443e-a1fe-c49e73a1c5ef/e1f0dfde-e921-4bf7-be8b-663992b7df7f_832.jpg
P008110,"Anguissola, Sofonisba","Giovanni Battista Caselli, poeta de Cremona",1557 - 1558,Óleo,Lienzo,"Alto:77,7cm.;Ancho:61,4cm.",None,"Pietro Antonio Tolentino, 1568; colección del I Marqués de Leganés, 1637; colección conde de Altamira, 1753; colección José de Madrazo, 1856; colección marqués de Salamanca, 1868; adquirido por el Estado para el Museo del Prado en 2012",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f1/f106/f106661c-11c1-4e5f-ba6e-7992ac8d1b4c/e4bf7001-5512-4c2a-926c-13e7a33eb9c4_832.jpg
P000407,"Tiziano, Vecellio di Gregorio",Autorretrato,Hacia  1562,Óleo,Lienzo,Alto:86cm.;Ancho:65cm.,None,"Colección Real (Real Alcázar, Madrid, pasillo de la mudita, 1701-1703, s.n.; Palacio Real Nuevo, Madrid, primera sala de la Furriera, 1747, nº 44; Palacio Real Nuevo, Madrid, antecámara de su majestad, 1772, ¿nº 42?; Palacio Real Nuevo, Madrid, pieza de comer, 1794, ¿nº 42?).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ab/abc6/abc62514-eb24-4c67-9843-8a8505fe1b61/81690de7-c95d-47e8-8ab8-94e9c2d75378_832.jpg
